Date Filed,Landlord Tenant,Ground,Petition Number,Street Address Number,Street Address Street,Street Address Suffix,Location 1
12/01/2006 12:00:00 AM,Landlord,Capital Improvements,L061840,3932,22nd,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
12/08/2006 12:00:00 AM,Landlord,Capital Improvements,L061841,1037,Broadway,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
12/11/2006 12:00:00 AM,Landlord,Capital Improvements,L061944,429,Bush,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
12/11/2006 12:00:00 AM,Landlord,Capital Improvements,L061945,27,Wayne,Place,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
12/11/2006 12:00:00 AM,Landlord,Capital Improvements,L061946,31,Wayne,Place,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
12/11/2006 12:00:00 AM,Landlord,Capital Improvements,L061947,29,Wayne,Place,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
12/12/2006 12:00:00 AM,Landlord,Capital Improvements,L061948,1040,14th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
12/11/2006 12:00:00 AM,Landlord,Capital Improvements,L061952,455,Warren,Drive,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
12/11/2006 12:00:00 AM,Landlord,Capital Improvements,L061953,445,Warren,Drive,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
12/11/2006 12:00:00 AM,Landlord,Capital Improvements,L061954,455,Warren,Drive,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
12/11/2006 12:00:00 AM,Landlord,Capital Improvements,L061955,445,Warren,Drive,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
12/13/2006 12:00:00 AM,Landlord,Capital Improvements,L061961,2629,Folsom,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
12/22/2006 12:00:00 AM,Landlord,Capital Improvements,L061968,140,Palm,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
12/27/2006 12:00:00 AM,Landlord,Capital Improvements,L061988,200,Guerrero,Street,"San Francisco, CA 94107
(37.75719713513985, -122.39098000032658)"
12/22/2006 12:00:00 AM,Landlord,Capital Improvements,L061989,5700,California,Street,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
12/22/2006 12:00:00 AM,Landlord,Capital Improvements,L061990,5700,California,Street,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
12/27/2006 12:00:00 AM,Landlord,Capital Improvements,L061991,300,2nd,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
12/27/2006 12:00:00 AM,Landlord,Capital Improvements,L061992,1133,Dolores,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
12/27/2006 12:00:00 AM,Landlord,Capital Improvements,L061993,1400,Sacramento,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
12/27/2006 12:00:00 AM,Landlord,Capital Improvements,L061994,861,37th,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
12/27/2006 12:00:00 AM,Landlord,Capital Improvements,L061995,756A,Fell,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
12/27/2006 12:00:00 AM,Landlord,Capital Improvements,L061996,3579,19th,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
12/27/2006 12:00:00 AM,Landlord,Capital Improvements,L061997,672,Castro,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
01/03/2007 12:00:00 AM,Landlord,Capital Improvements,L070016,68,Dearborn,Place,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
01/09/2007 12:00:00 AM,Landlord,Capital Improvements,L070054,2057,15th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
01/18/2007 12:00:00 AM,Landlord,Capital Improvements,L070055,2057,15th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
01/16/2007 12:00:00 AM,Landlord,Capital Improvements,L070058,435,Tehama,Street,"San Francisco, CA 94103
(37.774140000061095, -122.41239000019823)"
01/22/2007 12:00:00 AM,Landlord,Capital Improvements,L070062,463,Monterey,Boulevard,"San Francisco, CA 94127
(37.735350000002654, -122.45999999960014)"
01/19/2007 12:00:00 AM,Landlord,Capital Improvements,L070071,3411,Anza,Street,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
01/22/2007 12:00:00 AM,Landlord,Capital Improvements,L070073,1514,Waller,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
01/16/2007 12:00:00 AM,Landlord,Capital Improvements,L070078,3819,18th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
01/24/2007 12:00:00 AM,Landlord,Capital Improvements,L070097,245,11th,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
01/29/2007 12:00:00 AM,Landlord,Capital Improvements,L070102,2901,Washington,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
01/30/2007 12:00:00 AM,Landlord,Capital Improvements,L070125,1704,20th,Street,"San Francisco, CA 94107
(37.75719713513985, -122.39098000032658)"
01/31/2007 12:00:00 AM,Landlord,Capital Improvements,L070129,1271,10th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
02/08/2007 12:00:00 AM,Landlord,Capital Improvements,L070190,150,Sanchez,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
02/06/2007 12:00:00 AM,Landlord,Capital Improvements,L070191,446,11th,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
02/14/2007 12:00:00 AM,Landlord,Capital Improvements,L070211,1275,3rd,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
02/13/2007 12:00:00 AM,Landlord,Capital Improvements,L070212,1288,Green,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
02/13/2007 12:00:00 AM,Landlord,Capital Improvements,L070214,3173,21st,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
02/16/2007 12:00:00 AM,Landlord,Capital Improvements,L070223,2845,Van Ness,Avenue,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
02/21/2007 12:00:00 AM,Landlord,Capital Improvements,L070236,930,Chenery,Street,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
02/26/2007 12:00:00 AM,Landlord,Capital Improvements,L070248,3865,17th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
02/26/2007 12:00:00 AM,Landlord,Capital Improvements,L070258,1801,California,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
02/23/2007 12:00:00 AM,Landlord,Capital Improvements,L070259,245,11th,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
03/01/2007 12:00:00 AM,Landlord,Capital Improvements,L070302,337,22nd,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
03/06/2007 12:00:00 AM,Landlord,Capital Improvements,L070327,2360,Van Ness,Avenue,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
03/07/2007 12:00:00 AM,Landlord,Capital Improvements,L070339,3861,26th,Street,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
03/07/2007 12:00:00 AM,Landlord,Capital Improvements,L070340,2,Italy,Street,"San Francisco, CA 94112
(37.72034999985277, -122.44219999983)"
03/09/2007 12:00:00 AM,Landlord,Capital Improvements,L070341,1750,Greenwich,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
03/09/2007 12:00:00 AM,Landlord,Capital Improvements,L070342,1750,Greenwich,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
03/09/2007 12:00:00 AM,Landlord,Capital Improvements,L070343,1750,Greenwich,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
03/09/2007 12:00:00 AM,Landlord,Capital Improvements,L070345,2845,Van Ness,Avenue,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
03/14/2007 12:00:00 AM,Landlord,Capital Improvements,L070372,844,Elizabeth,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
03/16/2007 12:00:00 AM,Landlord,Capital Improvements,L070396,3173,21st,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
03/20/2007 12:00:00 AM,Landlord,Capital Improvements,L070418,444,Lombard,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
03/19/2007 12:00:00 AM,Landlord,Capital Improvements,L070419,70,WEbster,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
03/26/2007 12:00:00 AM,Landlord,Capital Improvements,L070440,1701,North Point,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
03/28/2007 12:00:00 AM,Landlord,Capital Improvements,L070446,1751,22nd,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
03/26/2007 12:00:00 AM,Landlord,Capital Improvements,L070450,625,Scott,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
03/26/2007 12:00:00 AM,Landlord,Capital Improvements,L070453,462,Haight,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
03/26/2007 12:00:00 AM,Landlord,Capital Improvements,L070455,145,Laurel,Street,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
04/06/2007 12:00:00 AM,Landlord,Capital Improvements,L070498,1284,3rd,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
04/05/2007 12:00:00 AM,Landlord,Capital Improvements,L070499,1650,Clay,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
04/04/2007 12:00:00 AM,Landlord,Capital Improvements,L070500,530,8th,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
04/04/2007 12:00:00 AM,Landlord,Capital Improvements,L070501,4170,17th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
04/02/2007 12:00:00 AM,Landlord,Capital Improvements,L070503,1830,Church,Street,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
04/04/2007 12:00:00 AM,Landlord,Capital Improvements,L070513,702,8th,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
04/09/2007 12:00:00 AM,Landlord,Capital Improvements,L070529,1516,Larkin,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
04/13/2007 12:00:00 AM,Landlord,Capital Improvements,L070538,1534-1536,15th,Street,"San Francisco, CA 94103
(37.774140000061095, -122.41239000019823)"
04/10/2007 12:00:00 AM,Landlord,Capital Improvements,L070539,505,26th,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
05/02/2007 12:00:00 AM,Landlord,Capital Improvements,L070640,1525,9th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
04/27/2007 12:00:00 AM,Landlord,Capital Improvements,L070641,205,16th,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
04/26/2007 12:00:00 AM,Landlord,Capital Improvements,L070642,1585,Beach,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
04/27/2007 12:00:00 AM,Landlord,Capital Improvements,L070643,1585,Beach,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
05/04/2007 12:00:00 AM,Landlord,Capital Improvements,L070646,35,Prosper,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
04/27/2007 12:00:00 AM,Landlord,Capital Improvements,L070647,4553,18th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
04/26/2007 12:00:00 AM,Landlord,Capital Improvements,L070648,359,So. Van Ness,Avenue,"San Francisco, CA 94103
(37.774140000061095, -122.41239000019823)"
04/26/2007 12:00:00 AM,Landlord,Capital Improvements,L070651,722,Diamond,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
04/27/2007 12:00:00 AM,Landlord,Capital Improvements,L070656,4555,18th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
04/26/2007 12:00:00 AM,Landlord,Capital Improvements,L070657,3631,19th,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
05/08/2007 12:00:00 AM,Landlord,Capital Improvements,L070676,345,Leavenworth,Street,"San Francisco, CA 94102
(37.78068999994372, -122.41736999962563)"
05/10/2007 12:00:00 AM,Landlord,Capital Improvements,L070686,4301,Balboa,Street,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
05/11/2007 12:00:00 AM,Landlord,Capital Improvements,L070698,815,25th,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
05/09/2007 12:00:00 AM,Landlord,Capital Improvements,L070699,2400,15th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
05/16/2007 12:00:00 AM,Landlord,Capital Improvements,L070734,176,COLLEGE,Avenue,"San Francisco, CA 94112
(37.72034999985277, -122.44219999983)"
05/16/2007 12:00:00 AM,Landlord,Capital Improvements,L070735,6900,Fulton,Street,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
05/16/2007 12:00:00 AM,Landlord,Capital Improvements,L070736,2844,21st,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
05/18/2007 12:00:00 AM,Landlord,Capital Improvements,L070738,157,Duboce,Avenue,"San Francisco, CA 94103
(37.774140000061095, -122.41239000019823)"
05/18/2007 12:00:00 AM,Landlord,Capital Improvements,L070744,816,Church,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
05/18/2007 12:00:00 AM,Landlord,Capital Improvements,L070745,10,Lupine,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
05/22/2007 12:00:00 AM,Landlord,Capital Improvements,L070747,1609,Waller,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
05/25/2007 12:00:00 AM,Landlord,Capital Improvements,L070773,774,Shotwell,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
05/25/2007 12:00:00 AM,Landlord,Capital Improvements,L070803,920,Leavenworth,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
05/25/2007 12:00:00 AM,Landlord,Capital Improvements,L070804,920,Leavenworth,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
06/08/2007 12:00:00 AM,Landlord,Capital Improvements,L070879,1080,Shotwell,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
05/30/2007 12:00:00 AM,Landlord,Capital Improvements,L070939,1363,Union,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
05/31/2007 12:00:00 AM,Landlord,Capital Improvements,L070940,2135,Hayes,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
05/31/2007 12:00:00 AM,Landlord,Capital Improvements,L070941,2624,Bush,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
06/01/2007 12:00:00 AM,Landlord,Capital Improvements,L070950,4553,18th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
06/04/2007 12:00:00 AM,Landlord,Capital Improvements,L070952,2138,Mason,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
06/05/2007 12:00:00 AM,Landlord,Capital Improvements,L070953,1668,Page,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
06/05/2007 12:00:00 AM,Landlord,Capital Improvements,L070954,866,Post,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
06/06/2007 12:00:00 AM,Landlord,Capital Improvements,L070956,1668,Page,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
06/07/2007 12:00:00 AM,Landlord,Capital Improvements,L070957,1235,Clay,Street,"San Francisco, CA 94108
(37.791480000202, -122.40759999964013)"
06/13/2007 12:00:00 AM,Landlord,Capital Improvements,L070958,280,Dolores,Street,"San Francisco, CA 94103
(37.774140000061095, -122.41239000019823)"
06/15/2007 12:00:00 AM,Landlord,Capital Improvements,L070959,246,Waller,Street,"San Francisco, CA 94102
(37.78068999994372, -122.41736999962563)"
06/18/2007 12:00:00 AM,Landlord,Capital Improvements,L070966,2433,Larkin,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
06/15/2007 12:00:00 AM,Landlord,Capital Improvements,L070968,1096,Pine,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
06/15/2007 12:00:00 AM,Landlord,Capital Improvements,L070960,1308,Masonic,Avenue,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
06/18/2007 12:00:00 AM,Landlord,Capital Improvements,L070962,981,York,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
06/21/2007 12:00:00 AM,Landlord,Capital Improvements,L070963,2800,Anza,Street,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
07/10/2007 12:00:00 AM,Landlord,Capital Improvements,L070995,1246,Mason,Street,"San Francisco, CA 94108
(37.791480000202, -122.40759999964013)"
07/06/2007 12:00:00 AM,Landlord,Capital Improvements,L071008,649,Castro,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
07/09/2007 12:00:00 AM,Landlord,Capital Improvements,L071010,1340,12th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
07/13/2007 12:00:00 AM,Landlord,Capital Improvements,L071032,1262,Jackson,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
07/18/2007 12:00:00 AM,Landlord,Capital Improvements,L071033,725,Monterey,Boulevard,"San Francisco, CA 94127
(37.735350000002654, -122.45999999960014)"
07/20/2007 12:00:00 AM,Landlord,Capital Improvements,L071056,1336,South Van Ness,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
07/19/2007 12:00:00 AM,Landlord,Capital Improvements,L071058,325,26th,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
07/20/2007 12:00:00 AM,Landlord,Capital Improvements,L071060,24,Bonita,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
07/23/2007 12:00:00 AM,Landlord,Capital Improvements,L071070,1150,Castro,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
07/25/2007 12:00:00 AM,Landlord,Capital Improvements,L071081,54,Barcelona,Street,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
07/24/2007 12:00:00 AM,Landlord,Capital Improvements,L071100,551,Ivy,Street,"San Francisco, CA 94102
(37.78068999994372, -122.41736999962563)"
08/01/2007 12:00:00 AM,Landlord,Capital Improvements,L071102,8,doric,Alley,"San Francisco, CA 94108
(37.791480000202, -122.40759999964013)"
07/30/2007 12:00:00 AM,Landlord,Capital Improvements,L071123,1132,Haight,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
07/30/2007 12:00:00 AM,Landlord,Capital Improvements,L071124,75,Casa,Way,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
07/30/2007 12:00:00 AM,Landlord,Capital Improvements,L071125,75,casa,Way,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
07/30/2007 12:00:00 AM,Landlord,Capital Improvements,L071126,75,Casa,Way,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
07/30/2007 12:00:00 AM,Landlord,Capital Improvements,L071127,75,Casa,Way,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
07/30/2007 12:00:00 AM,Landlord,Capital Improvements,L071128,1132,Haight,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
08/06/2007 12:00:00 AM,Landlord,Capital Improvements,L071140,1055,Dolores,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
08/13/2007 12:00:00 AM,Landlord,Capital Improvements,L071196,1834,Filbert,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
08/14/2007 12:00:00 AM,Landlord,Capital Improvements,L071231,485,Filbert,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
08/16/2007 12:00:00 AM,Landlord,Capital Improvements,L071235,1434,Moraga,Street,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
08/17/2007 12:00:00 AM,Landlord,Capital Improvements,L071236,330,Chenery,Street,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
08/16/2007 12:00:00 AM,Landlord,Capital Improvements,L071238,4049,24th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
08/16/2007 12:00:00 AM,Landlord,Capital Improvements,L071239,4049,24th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
08/14/2007 12:00:00 AM,Landlord,Capital Improvements,L071240,810,25th,Avenue,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
08/22/2007 12:00:00 AM,Landlord,Capital Improvements,L071246,159,Collingwood,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
08/22/2007 12:00:00 AM,Landlord,Capital Improvements,L071247,32,Cervantes,Boulevard,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
08/22/2007 12:00:00 AM,Landlord,Capital Improvements,L071248,24,Wentworth,Street,"San Francisco, CA 94108
(37.791480000202, -122.40759999964013)"
08/23/2007 12:00:00 AM,Landlord,Capital Improvements,L071249,3456,22nd,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
08/24/2007 12:00:00 AM,Landlord,Capital Improvements,L071290,1862,Golden Gate,Avenue,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
08/24/2007 12:00:00 AM,Landlord,Capital Improvements,L071291,2939,Folsom,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
08/24/2007 12:00:00 AM,Landlord,Capital Improvements,L071292,1862,Golden Gate,Avenue,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
08/27/2007 12:00:00 AM,Landlord,Capital Improvements,L071294,1615,Green,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
08/31/2007 12:00:00 AM,Landlord,Capital Improvements,L071324,897,Webster,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
09/06/2007 12:00:00 AM,Landlord,Capital Improvements,L071342,90,Castro,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
09/07/2007 12:00:00 AM,Landlord,Capital Improvements,L071352,658,Waller,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
09/07/2007 12:00:00 AM,Landlord,Capital Improvements,L071355,202,Ortega,Street,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
09/12/2007 12:00:00 AM,Landlord,Capital Improvements,L071396,3866,22nd,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
09/12/2007 12:00:00 AM,Landlord,Capital Improvements,L071397,3866,22nd,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
09/12/2007 12:00:00 AM,Landlord,Capital Improvements,L071398,75,Casa,Way,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
09/14/2007 12:00:00 AM,Landlord,Capital Improvements,L071400,152,Del Mar,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
09/21/2007 12:00:00 AM,Landlord,Capital Improvements,L071470,3120,Franklin,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
09/21/2007 12:00:00 AM,Landlord,Capital Improvements,L071471,3120,Franklin,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
09/26/2007 12:00:00 AM,Landlord,Capital Improvements,L071483,42,Woodland,Avenue,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
09/26/2007 12:00:00 AM,Landlord,Capital Improvements,L071489,1601,Florida,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
09/28/2007 12:00:00 AM,Landlord,Capital Improvements,L071497,1800,Cabrillo,Street,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
10/01/2007 12:00:00 AM,Landlord,Capital Improvements,L071514,632,Greenwich,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
09/26/2007 12:00:00 AM,Landlord,Capital Improvements,L071515,2940,Fillmore,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
10/01/2007 12:00:00 AM,Landlord,Capital Improvements,L071516,1777,Chestnut,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
10/01/2007 12:00:00 AM,Landlord,Capital Improvements,L071517,1424,Jones,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
10/03/2007 12:00:00 AM,Landlord,Capital Improvements,L071528,53,Cumberland,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
10/02/2007 12:00:00 AM,Landlord,Capital Improvements,L071529,33,Lupine,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
10/02/2007 12:00:00 AM,Landlord,Capital Improvements,L071535,819,Crescent,Avenue,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
10/02/2007 12:00:00 AM,Landlord,Capital Improvements,L071536,405,Warren,Drive,"San Francisco, CA 94131
(37.74553999957146, -122.43983000025418)"
10/04/2007 12:00:00 AM,Landlord,Capital Improvements,L071539,2222,Leavenworth,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
10/04/2007 12:00:00 AM,Landlord,Capital Improvements,L071548,2222,Leavenworth,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
10/04/2007 12:00:00 AM,Landlord,Capital Improvements,L071558,2200,Leavenworth,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
10/10/2007 12:00:00 AM,Landlord,Capital Improvements,L071567,1580,Golden Gate,Avenue,"San Francisco, CA 94115
(37.7856999998553, -122.4360899995537)"
10/11/2007 12:00:00 AM,Landlord,Capital Improvements,L071572,839,Haight,Street,"San Francisco, CA 94117
(37.771200000279975, -122.44240999962165)"
10/10/2007 12:00:00 AM,Landlord,Capital Improvements,L071573,1649,Cabrillo,Street,"San Francisco, CA 94121
(37.779250000087586, -122.48991000024614)"
10/25/2007 12:00:00 AM,Landlord,Capital Improvements,L071628,1225,Clay,Street,"San Francisco, CA 94108
(37.791480000202, -122.40759999964013)"
10/19/2007 12:00:00 AM,Landlord,Capital Improvements,L071631,1440,union,Street,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
10/23/2007 12:00:00 AM,Landlord,Capital Improvements,L071635,632,Greenwich,Street,"San Francisco, CA 94133
(37.80076000007409, -122.4103400000908)"
10/26/2007 12:00:00 AM,Landlord,Capital Improvements,L071665,3655,Broderick,Street,"San Francisco, CA 94123
(37.80002999968491, -122.43532000001784)"
10/26/2007 12:00:00 AM,Landlord,Capital Improvements,L071666,2070,Pacific,Avenue,"San Francisco, CA 94109
(37.79142000013309, -122.42002000042254)"
10/26/2007 12:00:00 AM,Landlord,Capital Improvements,L071667,420,7th,Avenue,"San Francisco, CA 94118
(37.78198999963894, -122.46046000012876)"
10/26/2007 12:00:00 AM,Landlord,Capital Improvements,L071669,3178,16th,Street,"San Francisco, CA 94110
(37.75287999991224, -122.41721000034107)"
10/25/2007 12:00:00 AM,Landlord,Capital Improvements,L071674,4392,17th,Street,"San Francisco, CA 94114
(37.75922999956498, -122.43480000031963)"
10/31/2007 12:00:00 AM,Landlord,Capital Improvements,L071675,1675,10th,Avenue,"San Francisco, CA 94122
(37.760180000207015, -122.48148000000185)"
